מעודכן לתאריך 29.08.2026
עיר;רחוב;מספר בית;קוד עיר;קוד רחוב;מיקוד
בני ברק;הרב שך;54;6100;228;5136950
בני ברק;הרב שך;55;6100;228;5132412
בני ברק;הרב שך;56;6100;228;5136951
בני ברק;הרב שך;58;6100;228;5136952
בני ברק;הרב שך;6;6100;228;5136906
בני ברק;הרב שך;64;6100;228;5132418
בני ברק;הרב שך;66;6100;228;5132419
בני ברק;הרב שך;9;6100;228;5136909
בני ברק;הרב שלמה כהן;4;6100;997;5155704
בני ברק;הרב שמידמן;1;6100;417;5142106
בני ברק;הרב שמידמן;17;6100;417;5142918
בני ברק;הרב שמידמן;7;6100;417;5142716
בני ברק;הרב שמידמן;9;6100;417;5142718
בני ברק;הרב שמש דוד;4;6100;332;5122904
בני ברק;הרב שפירא;14;6100;711;5138340
בני ברק;הרב שפירא;16;6100;711;5138342
בני ברק;הרב שפירא;2;6100;711;5138217
בני ברק;הרב שפירא;8;6100;711;5138223
בני ברק;הרב שר;11;6100;533;5130523
בני ברק;הרב שר;12;6100;533;5130633
בני ברק;הרב שר;15;6100;533;5130525
בני ברק;הרב שר;17;6100;533;5130163
בני ברק;הרב שר;3;6100;533;5130519
בני ברק;הרב שר;5;6100;533;5130520
בני ברק;הרב שר;9;6100;533;5130522
בני ברק;הרי הגולן;12;6100;237;5122491
בני ברק;הרי הגולן;5;6100;237;5122484
בני ברק;הרי הגולן;8;6100;237;5122487
בני ברק;הרלינג צבי;11;6100;244;5122388
בני ברק;הרלינג צבי;12;6100;244;5122389
בני ברק;הרלינג צבי;13;6100;244;5122390
בני ברק;הרלינג צבי;14;6100;244;5122391
בני ברק;הרלינג צבי;20;6100;244;5122397
בני ברק;הרלינג צבי;21;6100;244;5122398
בני ברק;הרלינג צבי;24;6100;244;5122499
בני ברק;הרלינג צבי;26;6100;244;5122557
בני ברק;הרלינג צבי;4;6100;244;5122381
בני ברק;הרלינג צבי;6;6100;244;5122383
בני ברק;הרלינג צבי;9;6100;244;5122386
בני ברק;הרצוג;12;6100;445;5126734
בני ברק;הרצוג;14;6100;445;5140017
בני ברק;הרצוג;19א;6100;445;5126828
בני ברק;הרצוג;25;6100;445;5140021
בני ברק;הרצוג;27;6100;445;5127010
בני ברק;הרצוג;28;6100;445;5140322
בני ברק;הרצוג;31;6100;445;5140325
בני ברק;הרצוג;33;6100;445;5140327
בני ברק;הרצוג;36;6100;445;5141011
בני ברק;הרצוג;39;6100;445;5140329
בני ברק;הרצוג;40;6100;445;5141113
בני ברק;הרצוג;8;6100;445;5126730
בני ברק;הרצוג;8א;6100;445;5126730
בני ברק;הרצל;103;6100;224;5123520
בני ברק;הרצל;106;6100;224;5123523
בני ברק;הרצל;112;6100;224;5122552
בני ברק;הרצל;63;6100;224;5122817
בני ברק;הרצל;67;6100;224;5122683
בני ברק;הרצל;73;6100;224;5122687
בני ברק;הרצל;75;6100;224;5122691
בני ברק;הרצל;77;6100;224;5122693
בני ברק;הרצל;80;6100;224;5122696
בני ברק;הרצל;82;6100;224;5122698
בני ברק;הרצל;83;6100;224;5122699
בני ברק;הרצל;91;6100;224;5123508
בני ברק;הרצל;95;6100;224;5123512
בני ברק;השלושה;22;6100;606;5136306
בני ברק;השלושה;25;6100;606;5136309
בני ברק;השלושה;27;6100;606;5136311
בני ברק;השלושה;30;6100;606;5136314
בני ברק;השלושה;31;6100;606;5136315
בני ברק;השלושה;34;6100;606;5136318
בני ברק;השלושה;36;6100;606;5138602
בני ברק;השניים;12;6100;218;5122612
בני ברק;השניים;14;6100;218;5122614
בני ברק;השניים;16;6100;218;5122616
בני ברק;השניים;18;6100;218;5122701
בני ברק;השניים;20;6100;218;5122703
בני ברק;השניים;26;6100;218;5122711
בני ברק;השניים;8;6100;218;5122608
בני ברק;השר אלון יגאל;10;6100;249;5123110
בני ברק;השר אלון יגאל;12;6100;249;5123112
בני ברק;השר אלון יגאל;14א;6100;249;5123114
בני ברק;השר אלון יגאל;15;6100;249;5123115
בני ברק;השר אלון יגאל;18א;6100;249;5123118
בני ברק;השר אלון יגאל;20;6100;249;5123120
בני ברק;השר אלון יגאל;22;6100;249;5123122
בני ברק;השר אלון יגאל;23;6100;249;5123123
בני ברק;השר אלון יגאל;25;6100;249;5123125
בני ברק;השר אלון יגאל;27;6100;249;5123126
בני ברק;השר אלון יגאל;29;6100;249;5123127
בני ברק;השר אלון יגאל;31;6100;249;5123128
בני ברק;השר לנדאו חיים;10;6100;212;5125142
בני ברק;השר לנדאו חיים;2;6100;212;5125132
בני ברק;השר לנדאו חיים;20;6100;212;5125151
בני ברק;השר לנדאו חיים;4;6100;212;5125134
בני ברק;השר לנדאו חיים;5;6100;212;5125135
בני ברק;השר לנדאו חיים;5א;6100;212;5125135
בני ברק;השר לנדאו חיים;6;6100;212;5125136
בני ברק;השר לנדאו חיים;7;6100;212;5125137
בני ברק;השר לנדאו חיים;7א;6100;212;5125137
בני ברק;התנאים;11;6100;444;5142510
בני ברק;התנאים;13;6100;444;5142511
בני ברק;התנאים;15;6100;444;5142514
בני ברק;התנאים;17;6100;444;5142515
בני ברק;התנאים;19;6100;444;5142516
בני ברק;התנאים;3;6100;444;5142506
בני ברק;התנאים;5;6100;444;5142507
בני ברק;התנאים;7;6100;444;5142508
בני ברק;וולפסון;14;6100;922;5144324
בני ברק;וולפסון;20;6100;922;5144327
בני ברק;וולפסון;22;6100;922;5144328
בני ברק;וולפסון;6;6100;922;5144317
בני ברק;וולפסון;8;6100;922;5144319
בני ברק;וולפסון;9;6100;922;5144320
בני ברק;וינברג שמואל;1;6100;920;5148002
בני ברק;וינברג שמואל;14;6100;920;5148401
בני ברק;וינברג שמואל;18;6100;920;5148403
בני ברק;וינברג שמואל;19;6100;920;5148503
בני ברק;וינברג שמואל;25;6100;920;5148506
בני ברק;וינברג שמואל;27;6100;920;5148507
בני ברק;וינברג שמואל;4;6100;920;5148005
בני ברק;וינברג שמואל;7;6100;920;5148008
בני ברק;וינברג שמואל;8;6100;920;5148009
בני ברק;וינרב;3;6100;243;5124231
בני ברק;וינרב;5;6100;243;5124235
בני ברק;וינרב;6;6100;243;5124426
בני ברק;וינרב;9;6100;243;5124240
בני ברק;זכריה;12;6100;607;5154021
בני ברק;חבקוק;15;6100;622;5136968
בני ברק;חבקוק;19;6100;622;5136970
בני ברק;חבקוק;20;6100;622;5137314
בני ברק;חבקוק;25;6100;622;5136622
בני ברק;חבקוק;26;6100;622;5137317
בני ברק;חבקוק;27;6100;622;5136623
בני ברק;חבקוק;29;6100;622;5136624
בני ברק;חבקוק;3;6100;622;5136544
בני ברק;חבקוק;4;6100;622;5136547
בני ברק;חבקוק;5;6100;622;5136548
בני ברק;חברון;1;6100;406;5141801
בני ברק;חברון;10;6100;406;5142909
בני ברק;חברון;11;6100;406;5142910
בני ברק;חברון;12;6100;406;5142911
בני ברק;חברון;13;6100;406;5142914
בני ברק;חברון;15;6100;406;5142916
בני ברק;חברון;16;6100;406;5142701
בני ברק;חברון;17;6100;406;5142702
בני ברק;חברון;19;6100;406;5142704
בני ברק;חברון;21;6100;406;5142708
בני ברק;חברון;24;6100;406;5142102
בני ברק;חברון;26;6100;406;5142103
בני ברק;חברון;27;6100;406;5142104
בני ברק;חברון;5א;6100;406;5141805
בני ברק;חברון;8;6100;406;5142905
בני ברק;חגי;15;6100;611;5136958
בני ברק;חגי;16;6100;611;5136959
בני ברק;חגי;18;6100;611;5136961
בני ברק;חגי;7;6100;611;5136536
בני ברק;חגי;8;6100;611;5136540
בני ברק;חגי;9;6100;611;5136953
בני ברק;חולדה הנביאה;10;6100;945;5158328
בני ברק;חולדה הנביאה;11;6100;945;5158329
בני ברק;חולדה הנביאה;12;6100;945;5158330
בני ברק;חולדה הנביאה;15;6100;945;5158332
בני ברק;חולדה הנביאה;17;6100;945;5158333
בני ברק;חולדה הנביאה;21;6100;945;5158335
בני ברק;חולדה הנביאה;23;6100;945;5158336
בני ברק;חולדה הנביאה;5;6100;945;5158210
בני ברק;חולדה הנביאה;9;6100;945;5158327
בני ברק;חזון אי"ש;101;6100;830;
בני ברק;חזון אי"ש;11;6100;830;5150215
בני ברק;חזון אי"ש;129;6100;830;
בני ברק;חזון אי"ש;13;6100;830;5150219
בני ברק;חזון אי"ש;18;6100;830;5150223
בני ברק;חזון אי"ש;20;6100;830;5150601
בני ברק;חזון אי"ש;26;6100;830;5150607
בני ברק;חזון אי"ש;28;6100;830;5150609
בני ברק;חזון אי"ש;3;6100;830;5150202
בני ברק;חזון אי"ש;32;6100;830;5150611
בני ברק;חזון אי"ש;37;6100;830;5150908
בני ברק;חזון אי"ש;38;6100;830;5150909
בני ברק;חזון אי"ש;39;6100;830;5150910
בני ברק;חזון אי"ש;43;6100;830;5151102
בני ברק;חזון אי"ש;47;6100;830;5151108
בני ברק;חזון אי"ש;49;6100;830;5151110
בני ברק;חזון אי"ש;50;6100;830;5151116
בני ברק;חזון אי"ש;51;6100;830;5151117
בני ברק;חזון אי"ש;54;6100;830;5151119
בני ברק;חזון אי"ש;56;6100;830;5151122
בני ברק;חזון אי"ש;57;6100;830;5160101
בני ברק;חזון אי"ש;58;6100;830;5160010
בני ברק;חזון אי"ש;59;6100;830;5160102
בני ברק;חזון אי"ש;60;6100;830;5160103
בני ברק;חזון אי"ש;68;6100;830;5160115
בני ברק;חזון אי"ש;70;6100;830;5160606
בני ברק;חזון אי"ש;71;6100;830;5160607
בני ברק;חזון אי"ש;72;6100;830;
בני ברק;חזון אי"ש;74;6100;830;
בני ברק;חזון אי"ש;76;6100;830;5160649
בני ברק;חזון אי"ש;78;6100;830;5160650
בני ברק;חזון אי"ש;79;6100;830;5160719
בני ברק;חזון אי"ש;8;6100;830;5150207
בני ברק;חזון אי"ש;83א;6100;830;5160723
בני ברק;חזון אי"ש;85;6100;830;5160726
בני ברק;חזון אי"ש;87;6100;830;5160729
בני ברק;חזון אי"ש;89;6100;830;5160732
בני ברק;חזון אי"ש;99;6100;830;5160907
בני ברק;חיד"א;11;6100;619;5137078
בני ברק;חיד"א;17;6100;619;5137082
בני ברק;חיד"א;24;6100;619;5137106
בני ברק;חיד"א;26;6100;619;5137108
בני ברק;חיד"א;27;6100;619;5137111
בני ברק;חיד"א;4;6100;619;5137069
בני ברק;חיד"א;5;6100;619;5137070
בני ברק;חיד"א;8;6100;619;5137073
בני ברק;חיד"א;9;6100;619;5137076
בני ברק;חידושי הרי"ם;12;6100;886;5160760
בני ברק;חידושי הרי"ם;16;6100;886;5160765
בני ברק;חידושי הרי"ם;18;6100;886;5160766
בני ברק;חידושי הרי"ם;2;6100;886;5160639
בני ברק;חידושי הרי"ם;4;6100;886;5160641
בני ברק;חידושי הרי"ם;6;6100;886;5160642
בני ברק;חידושי הרי"ם;7;6100;886;5160756
בני ברק;חידושי הרי"ם;8;6100;886;5160643
בני ברק;חידושי הרי"ם;9;6100;886;5160757
בני ברק;חנקין;10;6100;602;5132236
בני ברק;חנקין;2;6100;602;5132919
בני ברק;חנקין;5;6100;602;5132231
בני ברק;חנקין;7;6100;602;5132233
בני ברק;חנקין;8;6100;602;5132234
בני ברק;חפץ חיים;10;6100;910;5146586
בני ברק;חפץ חיים;3;6100;910;5146574
בני ברק;חפץ חיים;5;6100;910;5146579
בני ברק;חשב סופר;12;6100;610;5134614
בני ברק;חשב סופר;20א;6100;610;5137050
בני ברק;חשב סופר;5;6100;610;5134603
בני ברק;חשב סופר;5א;6100;610;5134603
בני ברק;חת"ם סופר;10;6100;509;5131118
בני ברק;חת"ם סופר;11;6100;509;5131119
בני ברק;חת"ם סופר;12;6100;509;5131120
בני ברק;חת"ם סופר;13;6100;509;5131121
בני ברק;חת"ם סופר;18;6100;509;5131126
בני ברק;חת"ם סופר;19;6100;509;5131127
בני ברק;חת"ם סופר;3;6100;509;5131108
בני ברק;חת"ם סופר;5;6100;509;5131110
בני ברק;חת"ם סופר;7;6100;509;5131112
בני ברק;טבריה;10;6100;405;5140103
בני ברק;טבריה;11;6100;405;5141004
בני ברק;טבריה;12;6100;405;5140104
בני ברק;טבריה;13;6100;405;5140901
בני ברק;טבריה;14;6100;405;5140105
בני ברק;טבריה;15;6100;405;5140902
בני ברק;טבריה;17;6100;405;5140905
בני ברק;טבריה;2;6100;405;5140402
בני ברק;טבריה;23;6100;405;5140804
בני ברק;טבריה;25;6100;405;5140805
בני ברק;טבריה;26;6100;405;5140208
בני ברק;טבריה;28;6100;405;5140209
בני ברק;טבריה;32;6100;405;5140211
בני ברק;טבריה;4;6100;405;5140404
בני ברק;טכורש;4;6100;879;5165030
בני ברק;טל חיים;3;6100;873;5161217
בני ברק;טל חיים;5;6100;873;5161219
בני ברק;טרומפלדור;10;6100;220;5124636
בני ברק;טרומפלדור;12;6100;220;5124637
בני ברק;טרומפלדור;14;6100;220;5124638
בני ברק;טרומפלדור;15;6100;220;5122752
בני ברק;טרומפלדור;19;6100;220;5122755
בני ברק;טרומפלדור;20;6100;220;5122756
בני ברק;טרומפלדור;21;6100;220;5122759
בני ברק;טרומפלדור;22;6100;220;5122760
בני ברק;טרומפלדור;25;6100;220;5122623
בני ברק;טרומפלדור;26;6100;220;5122762
בני ברק;טרומפלדור;28;6100;220;5122763
בני ברק;טרומפלדור;31;6100;220;5122403
בני ברק;טרומפלדור;34;6100;220;5122770
בני ברק;טרומפלדור;36;6100;220;5122626
בני ברק;טרומפלדור;4;6100;220;5124630
בני ברק;טרומפלדור;5;6100;220;5124736
בני ברק;טרומפלדור;6;6100;220;5124631
בני ברק;טרומפלדור;8;6100;220;5124634
בני ברק;יגאל;4;6100;425;5144111
בני ברק;יגאל;5;6100;425;5144223
בני ברק;יגאל;6;6100;425;5144112
בני ברק;יגאל;9;6100;425;5144225
בני ברק;יהודה הלוי;1/3;6100;517;5134247
בני ברק;יהודה הלוי;10;6100;517;5134311
בני ברק;יהודה הלוי;12;6100;517;5134313
בני ברק;יהודה הלוי;14;6100;517;5134317
בני ברק;יהודה הלוי;15;6100;517;5134501
בני ברק;יהודה הלוי;18;6100;517;5134503
בני ברק;יהודה הלוי;21;6100;517;5134508
בני ברק;יהודה הלוי;22;6100;517;5134509
בני ברק;יהודה הלוי;7;6100;517;5134306
בני ברק;יהודה הלוי;8;6100;517;5134309
בני ברק;יהודה הנשיא;17;6100;933;5159202
בני ברק;יהודה הנשיא;19;6100;933;5159203
בני ברק;יהודה הנשיא;20;6100;933;5159204
בני ברק;יהודה הנשיא;21;6100;933;5159205
בני ברק;יהודה הנשיא;22;6100;933;5159206
בני ברק;יהודה הנשיא;23;6100;933;5159207
בני ברק;יהודה הנשיא;24;6100;933;5159208
בני ברק;יהודה הנשיא;26;6100;933;5159210
בני ברק;יהודה הנשיא;27;6100;933;5159211
בני ברק;יהודה הנשיא;31;6100;933;5148821
בני ברק;יהודה הנשיא;32;6100;933;5158203
בני ברק;יהודה הנשיא;34;6100;933;5158204
בני ברק;יהודה הנשיא;36;6100;933;5158205
בני ברק;יהודה הנשיא;37;6100;933;5149103
בני ברק;יהודה הנשיא;37א;6100;933;5149103
בני ברק;יהודה הנשיא;39;6100;933;5149106
בני ברק;יהודה הנשיא;40;6100;933;5158302
בני ברק;יהודה הנשיא;42;6100;933;5158303
בני ברק;יהודה הנשיא;46;6100;933;5158305
בני ברק;יהודה הנשיא;48;6100;933;5158306
בני ברק;יהודה הנשיא;50;6100;933;5158410
בני ברק;יהודה הנשיא;52;6100;933;5158412
בני ברק;יהודה הנשיא;55;6100;933;5159213
בני ברק;יהודה הנשיא;57;6100;933;5159214
בני ברק;יהודה הנשיא;58;6100;933;5158416
בני ברק;יהודה הנשיא;62;6100;933;5158418
בני ברק;יהודית;3;6100;953;5159303
בני ברק;יהודית;4;6100;953;5159304
בני ברק;יהודית;5;6100;953;5159305
בני ברק;יהודית;6;6100;953;5159306
בני ברק;יהודית;7;6100;953;5159307
בני ברק;יהודית;8;6100;953;5159308
בני ברק;יהודית;9;6100;953;5159309
בני ברק;יואל;10;6100;620;5136330
בני ברק;יואל;12;6100;620;5136332
בני ברק;יואל;15;6100;620;5136336
בני ברק;יואל;17;6100;620;5137089
בני ברק;יואל;19;6100;620;5137096
בני ברק;יואל;20;6100;620;5137097
בני ברק;יואל;3;6100;620;5136321
בני ברק;יואל;7;6100;620;5136325
בני ברק;יואל;9;6100;620;5136327
בני ברק;יוחנן הסנדלר;1;6100;804;5164101
בני ברק;יוחנן הסנדלר;10;6100;804;5164110
בני ברק;יונה הנביא;10;6100;844;5152212
בני ברק;יונה הנביא;17;6100;844;5136625
בני ברק;יונה הנביא;19;6100;844;5136627
בני ברק;יונה הנביא;2;6100;844;5152503
בני ברק;יונה הנביא;20;6100;844;5136628
בני ברק;יונה הנביא;22;6100;844;5136630
בני ברק;יונה הנביא;25;6100;844;5136633
בני ברק;יונה הנביא;26;6100;844;5136634
בני ברק;יונה הנביא;27;6100;844;5136635
בני ברק;יונה הנביא;28;6100;844;5136636
בני ברק;יונה הנביא;30;6100;844;5136638
בני ברק;יונה הנביא;34;6100;844;5136641
בני ברק;יונה הנביא;4;6100;844;5152206
בני ברק;יונה הנביא;7;6100;844;5152209
בני ברק;יונתן;10;6100;311;5120701
בני ברק;יונתן;12;6100;311;5120703
בני ברק;יונתן;19;6100;311;5120715
בני ברק;יונתן;20;6100;311;5120719
בני ברק;יונתן;24;6100;311;5120729
בני ברק;יונתן;3;6100;311;5120922
בני ברק;יונתן;5;6100;311;5120927
בני ברק;יונתן;7;6100;311;5120932
בני ברק;יונתן;8;6100;311;5120933
בני ברק;יחזקאל;1;6100;433;5127205
בני ברק;יחזקאל;12;6100;433;5127110
בני ברק;יחזקאל;14;6100;433;5127112
בני ברק;יחזקאל;15;6100;433;5127113
בני ברק;יחזקאל;8;6100;433;5127106
בני ברק;יעב"ץ;14;6100;714;5138913
בני ברק;יעב"ץ;24;6100;714;5138918
בני ברק;יעל;2;6100;947;5158832
בני ברק;יעל;3;6100;947;5158514
בני ברק;יצחק מאיר הכהן;1;6100;897;5154449
בני ברק;יצחק מאיר הכהן;3;6100;897;5154451
בני ברק;יצחק מאיר הכהן;4;6100;897;5154452
בני ברק;יצחק מאיר הכהן;6;6100;897;5154454
בני ברק;יצחק מאיר הכהן;9;6100;897;5154333
בני ברק;יצחק שדה;18;6100;950;5159018
בני ברק;יצחק שדה;2;6100;950;5158910
בני ברק;יצחק שדה;22;6100;950;5159022
בני ברק;יצחק שדה;24;6100;950;5159023
בני ברק;יצחק שדה;5;6100;950;5159003
בני ברק;יצחק שדה;7;6100;950;5159007
בני ברק;יצחק שדה;9;6100;950;5159009
בני ברק;ירושלים;1;6100;414;5135101
בני ברק;ירושלים;12;6100;414;5127401
בני ברק;ירושלים;13;6100;414;5145002
בני ברק;ירושלים;14;6100;414;5144101
בני ברק;ירושלים;15;6100;414;5145003
בני ברק;ירושלים;17;6100;414;5145006
בני ברק;ירושלים;2;6100;414;5134201
בני ברק;ירושלים;20;6100;414;5144104
בני ברק;ירושלים;21;6100;414;5145008
בני ברק;ירושלים;22;6100;414;5144107
בני ברק;ירושלים;23;6100;414;5145009
בני ברק;ירושלים;25;6100;414;5145012
בני ברק;ירושלים;26;6100;414;5144109
בני ברק;ירושלים;33;6100;414;5144302
בני ברק;ירושלים;36;6100;414;5144205
בני ברק;ירושלים;37;6100;414;5144304
בני ברק;ירושלים;38;6100;414;5144206
בני ברק;ירושלים;39;6100;414;5144305
בני ברק;ירושלים;40;6100;414;5144207
בני ברק;ירושלים;41;6100;414;5144306
בני ברק;ירושלים;43;6100;414;5144307
בני ברק;ירושלים;44;6100;414;5144211
בני ברק;ירושלים;46;6100;414;5144212
בני ברק;ירושלים;48;6100;414;5144215
בני ברק;ירושלים;5;6100;414;5134206
בני ברק;ירושלים;51;6100;414;5144705
בני ברק;ירושלים;53;6100;414;5144706
בני ברק;ירושלים;58;6100;414;5144503
בני ברק;ירושלים;6;6100;414;5134207
בני ברק;ירושלים;60;6100;414;5144504
בני ברק;ירושלים;61;6100;414;5144601
בני ברק;ירושלים;62;6100;414;5144505
בני ברק;ירושלים;63;6100;414;5144602
בני ברק;ירושלים;64;6100;414;5144401
בני ברק;ירושלים;66;6100;414;5144402
בני ברק;ירושלים;68;6100;414;5144403
בני ברק;ירושלים;69;6100;414;5144605
בני ברק;ירושלים;6א;6100;414;5134208
בני ברק;ירושלים;7;6100;414;5134211
בני ברק;ירושלים;72;6100;414;5144405
בני ברק;ירושלים ע"י מס 29;;6100;;5145014
בני ברק;ירמיהו;3;6100;432;5127001
בני ברק;ירמיהו;4;6100;432;5127002
בני ברק;ירמיהו;5;6100;432;5127003
בני ברק;ירמיהו;6;6100;432;5127004
בני ברק;ישמח משה;11;6100;829;5153010
בני ברק;ישמח משה;13;6100;829;5153012
בני ברק;ישמח משה;18;6100;829;5153019
בני ברק;ישמח משה;20;6100;829;5153102
בני ברק;ישמח משה;3;6100;829;5153002
בני ברק;ישמח משה;5;6100;829;5153004
בני ברק;ישמח משה;7;6100;829;5153006
בני ברק;ישמח משה;9;6100;829;5153008
בני ברק;ישעיהו;10;6100;435;5126908
בני ברק;ישעיהו;6;6100;435;5126904
בני ברק;ישעיהו;7;6100;435;5126905
בני ברק;ישעיהו;9;6100;435;5126907
בני ברק;ישראל מסלנט;10;6100;510;5130506
בני ברק;ישראל מסלנט;3;6100;510;5131131
בני ברק;ישראל מסלנט;4;6100;510;5130503
בני ברק;ישראל מסלנט;6;6100;510;5130504
בני ברק;ישראל מסלנט;7;6100;510;5131133
בני ברק;לוי יצחק מברדיצ'ב;3;6100;702;5138014
בני ברק;לוי יצחק מברדיצ'ב;4;6100;702;5138015
בני ברק;לוי יצחק מברדיצ'ב;8;6100;702;5138021
בני ברק;לח"י;1;6100;109;5120001
בני ברק;לח"י;11ב;6100;109;5120020
בני ברק;לח"י;15;6100;109;5120024
בני ברק;לח"י;15א;6100;109;5120024
בני ברק;לח"י;15ב;6100;109;5120024
בני ברק;לח"י;17;6100;109;5120026
בני ברק;לח"י;19;6100;109;5120028
בני ברק;לח"י;2;6100;109;5120004
בני ברק;לח"י;20;6100;109;5120031
בני ברק;לח"י;20א;6100;109;5120031
בני ברק;לח"י;21;6100;109;5120032
בני ברק;לח"י;22;6100;109;5120033
בני ברק;לח"י;22א;6100;109;5120033
בני ברק;לח"י;23;6100;109;5120034
בני ברק;לח"י;24;6100;109;5120035
בני ברק;לח"י;25;6100;109;5120038
בני ברק;לח"י;26;6100;109;5120041
בני ברק;לח"י;27;6100;109;5120042
בני ברק;לח"י;28;6100;109;5120045
בני ברק;לח"י;29;6100;109;5120050
בני ברק;לח"י;30א;6100;109;5120051
בני ברק;לח"י;31;6100;109;5120052
בני ברק;לח"י;32ב;6100;109;5120053
בני ברק;לח"י;37;6100;109;5120056
בני ברק;לח"י;39;6100;109;5120057
בני ברק;לח"י;40;6100;109;5120058
בני ברק;לח"י;41;6100;109;5120095
בני ברק;לח"י;7;6100;109;5120012
בני ברק;לח"י;9;6100;109;5120016
בני ברק;מבצע קדש;46;6100;301;5121701
בני ברק;מבצע קדש;55;6100;301;5121708
בני ברק;מבצע קדש;56;6100;301;5120064
בני ברק;מבצע קדש;56;6100;301;5120066
בני ברק;מבצע קדש;60;6100;301;5120069
בני ברק;מבצע קדש;68;6100;301;5120080
בני ברק;מהר"ל;5;6100;924;5146415
בני ברק;מהרש"ל;1;6100;906;5146115
בני ברק;מהרש"ל;12;6100;906;5146507
בני ברק;מהרש"ל;13;6100;906;5146508
בני ברק;מהרש"ל;14;6100;906;5146509
בני ברק;מהרש"ל;18;6100;906;5146513
בני ברק;מהרש"ל;22;6100;906;5150019
בני ברק;מהרש"ל;24;6100;906;5150021
בני ברק;מהרש"ל;3;6100;906;5146117
בני ברק;מהרש"ל;4;6100;906;5146118
בני ברק;מהרש"ל;7;6100;906;5146121
בני ברק;מהרש"ל;9;6100;906;5146122
בני ברק;מוהליבר;10;6100;930;5148807
בני ברק;מוהליבר;14;6100;930;5148811
בני ברק;מוהליבר;18;6100;930;5158101
בני ברק;מוהליבר;19;6100;930;5148815
בני ברק;מוהליבר;21;6100;930;5148816
בני ברק;מוהליבר;7;6100;930;5148804
בני ברק;מיכה;3;6100;613;5136601
בני ברק;מיכה;7;6100;613;5136605
בני ברק;מינץ;10;6100;538;5130027
בני ברק;מינץ;16;6100;538;5130033
בני ברק;מינץ;20;6100;538;5130037
בני ברק;מינץ;24;6100;538;5130403
בני ברק;מינץ;25;6100;538;5130040
בני ברק;מינץ;31;6100;538;5130407
בני ברק;מינץ;32;6100;538;5130408
בני ברק;מינץ;7;6100;538;5130024
בני ברק;מינץ;8;6100;538;5130025
בני ברק;מירון;10;6100;411;5140254
בני ברק;מירון;12;6100;411;5140255
בני ברק;מירון;16;6100;411;5140258
בני ברק;מירון;7;6100;411;5140253
בני ברק;מלאכי;3;6100;841;5152311
בני ברק;מלאכי;4;6100;841;5152312
בני ברק;מלאכי;5;6100;841;5152313
בני ברק;מלאכי;6;6100;841;5152314
בני ברק;מנחם;12;6100;409;5140316
בני ברק;מנחם;14;6100;409;5140317
בני ברק;מנחם;16;6100;409;5140003
בני ברק;מנחם;18;6100;409;5140005
בני ברק;מנחם;19;6100;409;5140006
בני ברק;מנחם;21;6100;409;5126644
בני ברק;מנחם;22;6100;409;5140008
בני ברק;מנחם;25;6100;409;5126646
בני ברק;מנחם;3;6100;409;5140303
בני ברק;מנחם;6;6100;409;5140306
בני ברק;מנחם;7;6100;409;5140307
בני ברק;מנחם;8;6100;409;5140308
בני ברק;מעונות ויז'ניץ (435);12;6100;0;
בני ברק;מעינה של תורה;4;6100;938;5150830
בני ברק;מעינה של תורה;8;6100;938;
בני ברק;מעלות הדף היומי;3;6100;506;5153901
בני ברק;מצדה;12;6100;105;5120111
בני ברק;מצדה;13;6100;105;5120112
בני ברק;מצדה;15;6100;105;5120114
בני ברק;מצדה;17;6100;105;5120118
בני ברק;מצדה;3;6100;105;5126404
בני ברק;מצדה;5;6100;105;5126111
בני ברק;מצדה;7;6100;105;5126112
בני ברק;מצדה;9;6100;105;5120109
בני ברק;מצדה;9;6100;105;5159001
בני ברק;מקובר;10;6100;441;5142930
בני ברק;מקובר;12;6100;441;5142931
בני ברק;מקובר;19;6100;441;5142933
בני ברק;מקובר;21;6100;441;5142934
בני ברק;מקובר;3;6100;441;5142741
בני ברק;מקובר;9;6100;441;5142746
בני ברק;מרים הנביאה;13;6100;944;5158504
בני ברק;מרים הנביאה;15;6100;944;5158506
בני ברק;מרים הנביאה;17;6100;944;5158508
בני ברק;מרים הנביאה;5;6100;944;5158321
בני ברק;מתתיהו וינוקור;10;6100;827;5160512
בני ברק;מתתיהו וינוקור;13;6100;827;5160515
בני ברק;מתתיהו וינוקור;16;6100;827;5160518
בני ברק;מתתיהו וינוקור;20;6100;827;5160434
בני ברק;מתתיהו וינוקור;22;6100;827;5160435
בני ברק;מתתיהו וינוקור;26;6100;827;5160437
בני ברק;מתתיהו וינוקור;3;6100;827;5161503
בני ברק;מתתיהו וינוקור;33;6100;827;5160444
בני ברק;מתתיהו וינוקור;6;6100;827;5160508
בני ברק;מתתיהו וינוקור;7;6100;827;5160509
בני ברק;נועם אלימלך;11;6100;733;5154627
בני ברק;נועם אלימלך;12;6100;733;5154630
בני ברק;נועם אלימלך;13;6100;733;5154633
בני ברק;נועם אלימלך;16;6100;733;5154639
בני ברק;נועם אלימלך;2;6100;733;5154602
בני ברק;נועם אלימלך;3א;6100;733;5154603
בני ברק;נועם אלימלך;4א;6100;733;5154606
בני ברק;נועם אלימלך;6;6100;733;5154612
בני ברק;נועם אלימלך;9;6100;733;5154621
בני ברק;נורדאו;13;6100;223;5122415
בני ברק;נורדאו;17;6100;223;5122419
